"subject"	"activity"	"domain"	"sensed"	"direction"	"mean_std"
"1"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.932198374893617
"1"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.977904227021277
"1"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.962345042553192
"1"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.94391784106383
"1"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.987049617234043
"1"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.981942928867925
"1"	"STANDING"	"time"	"BodyAcc"	"X"	-0.995759901509434
"1"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.973190056415094
"1"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.979775876981132
"1"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.993096209433962
"1"	"STANDING"	"time"	"BodyAccJerk"	"X"	-0.994604542264151
"1"	"STANDING"	"time"	"BodyAccJerk"	"Y"	-0.98564873245283
"1"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.992251177358491
"1"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.978690028679245
"1"	"STANDING"	"time"	"BodyGyro"	"X"	-0.987191946603774
"1"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.98773444
"1"	"STANDING"	"time"	"BodyGyro"	"Z"	-0.980645626981132
"1"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.994733238679245
"1"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.992945106981132
"1"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.995137917358491
"1"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.992108467169811
"1"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.981942928867925
"1"	"STANDING"	"time"	"GravityAcc"	"X"	-0.99376298509434
"1"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.981225957924528
"1"	"STANDING"	"time"	"GravityAcc"	"Z"	-0.976324063584906
"1"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.982313804716981
"1"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.99602834509434
"1"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.972293102075472
"1"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.977937259622642
"1"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.992536003396226
"1"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.995073759245283
"1"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.987018226792453
"1"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.992349818113208
"1"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.978466072075472
"1"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.987497128679245
"1"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.987107727735849
"1"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.98234533
"1"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.994671123207547
"1"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.219688645631579
"1"	"WALKING"	"time"	"BodyAcc"	"X"	-0.283740258842105
"1"	"WALKING"	"time"	"BodyAcc"	"Y"	0.114461336747368
"1"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.260027902210526
"1"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.0744717500625263
"1"	"WALKING"	"time"	"BodyAccJerk"	"X"	-0.113615602435789
"1"	"WALKING"	"time"	"BodyAccJerk"	"Y"	0.0670025007684211
"1"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.502699788526316
"1"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.186978364526316
"1"	"WALKING"	"time"	"BodyGyro"	"X"	-0.473535485894737
"1"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.0546077686594737
"1"	"WALKING"	"time"	"BodyGyro"	"Z"	-0.344266629473684
"1"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.325324878894737
"1"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.207421854757895
"1"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.304468510631579
"1"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.404255452631579
"1"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.219688645631579
"1"	"WALKING"	"time"	"GravityAcc"	"X"	-0.976609642526316
"1"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.971305961473684
"1"	"WALKING"	"time"	"GravityAcc"	"Z"	-0.947717226105263
"1"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.398032586842105
"1"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.319134719578947
"1"	"WALKING"	"freq"	"BodyAcc"	"Y"	0.056040006846
"1"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.279686751494737
"1"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.103492403002105
"1"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.133586606326316
"1"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	0.106739857136
"1"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.534713440421053
"1"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.321017953894737
"1"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.516691938736842
"1"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.0335081597884211
"1"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.436562227473684
"1"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.381601911789474
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.0198843506265306
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.0300353383483878
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	-0.0319359434489796
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.230434213204082
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.0257877197081633
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	-0.012283860544898
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Y"	-0.101601390640816
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.345735032326531
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.225724368061224
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"X"	-0.458030542938775
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Y"	-0.126349194938775
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Z"	-0.124702454242857
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.306510645530612
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.487027342244898
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.238824827530612
"1"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.268761480242857
"1"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Mag"	0.0198843506265306
"1"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"X"	-0.950559811632653
"1"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Y"	-0.937018658979592
"1"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Z"	-0.895939695102041
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Mag"	-0.186530301073469
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"X"	0.0243308391387755
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Y"	-0.112963739953061
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.297927894693878
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.104052260726531
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.0863278966402041
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.134580008877551
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.401721464285714
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.398350390122449
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"X"	-0.495422486102041
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.181414728657143
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.238443565306122
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.391919876612245
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Mag"	-0.324970929245283
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"X"	-0.35470802509434
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Y"	-0.00232026501698113
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Z"	-0.0194792388471698
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.478991622075472
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"X"	-0.446843887735849
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Y"	-0.378274426037736
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.706593530943396
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.14861931805283
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"X"	-0.544871104528302
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Y"	0.00410518379811321
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Z"	-0.50716867490566
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.648553044339623
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.614786508490566
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.601696656226415
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.606332002264151
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Mag"	-0.324970929245283
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"X"	-0.956367027924528
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Y"	-0.952849233207547
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Z"	-0.912379410377358
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Mag"	-0.416260101509434
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"X"	-0.337428188679245
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Y"	0.0217695106566038
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Z"	0.0859565543849057
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.533059853773585
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.461907025849057
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.381777065283019
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.726040200754717
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.182985518264151
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"X"	-0.565892490754717
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Y"	0.151538905566038
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.57170784
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.693930521509434
"2"	"LAYING"	"time"	"BodyAcc"	"Mag"	-0.972873912916667
"2"	"LAYING"	"time"	"BodyAcc"	"X"	-0.974059464791667
"2"	"LAYING"	"time"	"BodyAcc"	"Y"	-0.98027739875
"2"	"LAYING"	"time"	"BodyAcc"	"Z"	-0.984233296875
"2"	"LAYING"	"time"	"BodyAccJerk"	"Mag"	-0.98551807625
"2"	"LAYING"	"time"	"BodyAccJerk"	"X"	-0.98587216875
"2"	"LAYING"	"time"	"BodyAccJerk"	"Y"	-0.98317254125
"2"	"LAYING"	"time"	"BodyAccJerk"	"Z"	-0.988442014375
"2"	"LAYING"	"time"	"BodyGyro"	"Mag"	-0.961164053958333
"2"	"LAYING"	"time"	"BodyGyro"	"X"	-0.988275232916667
"2"	"LAYING"	"time"	"BodyGyro"	"Y"	-0.982291608958333
"2"	"LAYING"	"time"	"BodyGyro"	"Z"	-0.960306560416667
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Mag"	-0.989718095208333
"2"	"LAYING"	"time"	"BodyGyroJerk"	"X"	-0.993235849166667
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Y"	-0.989567537916667
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Z"	-0.98803582125
"2"	"LAYING"	"time"	"GravityAcc"	"Mag"	-0.972873912916667
"2"	"LAYING"	"time"	"GravityAcc"	"X"	-0.959014441458333
"2"	"LAYING"	"time"	"GravityAcc"	"Y"	-0.988211865208333
"2"	"LAYING"	"time"	"GravityAcc"	"Z"	-0.984230418125
"2"	"LAYING"	"freq"	"BodyAcc"	"Mag"	-0.975121387916667
"2"	"LAYING"	"freq"	"BodyAcc"	"X"	-0.973246482083333
"2"	"LAYING"	"freq"	"BodyAcc"	"Y"	-0.981025105625
"2"	"LAYING"	"freq"	"BodyAcc"	"Z"	-0.984792185
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Mag"	-0.984568489166667
"2"	"LAYING"	"freq"	"BodyAccJerk"	"X"	-0.987250255833333
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.984987392916667
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.989345368541667
"2"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.96109837875
"2"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.988860685833333
"2"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.981910616458333
"2"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.963174222291667
"2"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.989492660416667
"2"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.953081444130435
"2"	"SITTING"	"time"	"BodyAcc"	"X"	-0.986822279565217
"2"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.950704499130435
"2"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.95982817173913
"2"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.984475868043478
"2"	"SITTING"	"time"	"BodyAccJerk"	"X"	-0.988055854130435
"2"	"SITTING"	"time"	"BodyAccJerk"	"Y"	-0.977983955434783
"2"	"SITTING"	"time"	"BodyAccJerk"	"Z"	-0.98751821173913
"2"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.961313624130435
"2"	"SITTING"	"time"	"BodyGyro"	"X"	-0.985742027826087
"2"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.978919526956522
"2"	"SITTING"	"time"	"BodyGyro"	"Z"	-0.959803708695652
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.989594919565217
"2"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.989709023043478
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.990889614782609
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.985542325652174
"2"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.953081444130435
"2"	"SITTING"	"time"	"GravityAcc"	"X"	-0.979988760869565
"2"	"SITTING"	"time"	"GravityAcc"	"Y"	-0.956750273043478
"2"	"SITTING"	"time"	"GravityAcc"	"Z"	-0.954415873043478
"2"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.955575602173913
"2"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.98736209
"2"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.950073754130435
"2"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.956862864130435
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.984124185869565
"2"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.989459107391304
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.980804228478261
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.988570804130435
"2"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.961385745217391
"2"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.986808501521739
"2"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.977356188695652
"2"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.963522659782609
"2"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.989632908913043
"2"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.957874965
"2"	"STANDING"	"time"	"BodyAcc"	"X"	-0.987271889259259
"2"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.957304989259259
"2"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.949741851296296
"2"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.976675280185185
"2"	"STANDING"	"time"	"BodyAccJerk"	"X"	-0.981085715555556
"2"	"STANDING"	"time"	"BodyAccJerk"	"Y"	-0.97105943962963
"2"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.982841446481482
"2"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.95394338037037
"2"	"STANDING"	"time"	"BodyGyro"	"X"	-0.972998629814815
"2"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.971441996481481
"2"	"STANDING"	"time"	"BodyGyro"	"Z"	-0.964856701851852
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.977204427777778
"2"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.979324000740741
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.983447258518519
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.973610118333333
"2"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.957874965
"2"	"STANDING"	"time"	"GravityAcc"	"X"	-0.986685818703704
"2"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.97419442037037
"2"	"STANDING"	"time"	"GravityAcc"	"Z"	-0.945927078703704
"2"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.960519381481482
"2"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.989056469814815
"2"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.957908842222222
"2"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.946433583518518
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.97516046
"2"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.983007923703704
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.973520241111111
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.984599905185185
"2"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.956788725740741
"2"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.97498812462963
"2"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.97103605037037
"2"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.969754295740741
"2"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.977754298148148
"2"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.422544169322034
"2"	"WALKING"	"time"	"BodyAcc"	"X"	-0.423642838474576
"2"	"WALKING"	"time"	"BodyAcc"	"Y"	-0.0780912533118644
"2"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.425257524915254
"2"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.164150985127119
"2"	"WALKING"	"time"	"BodyAccJerk"	"X"	-0.277530462620339
"2"	"WALKING"	"time"	"BodyAccJerk"	"Y"	-0.0166022362847458
"2"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.586090418983051
"2"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.553019916271186
"2"	"WALKING"	"time"	"BodyGyro"	"X"	-0.561550255762712
"2"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.53845366779661
"2"	"WALKING"	"time"	"BodyGyro"	"Z"	-0.481085535084746
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.557798151355932
"2"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.389549831525424
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.634140436101695
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.435492677288136
"2"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.422544169322034
"2"	"WALKING"	"time"	"GravityAcc"	"X"	-0.972693201355932
"2"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.972116879661017
"2"	"WALKING"	"time"	"GravityAcc"	"Z"	-0.972072847627119
"2"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.577105211694915
"2"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.457651383728814
"2"	"WALKING"	"freq"	"BodyAcc"	"Y"	-0.16921968620339
"2"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.455222146440678
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.164091969449153
"2"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.31431306340678
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	-0.0153329520084746
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.615898188474576
"2"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.651792839661017
"2"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.604053019152542
"2"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.533046952542373
"2"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.559856635084746
"2"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.558104554745763
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.215586334889362
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.0463666814446808
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	0.262881788951064
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.10283790806383
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	0.22961718512766
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.147249143238298
