"subject"	"activity"	"domain"	"sensed"	"direction"	"mean"
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Y"	0.00154990783591837
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.225574471693878
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	0.0262184949326531
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.0276638676122449
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.12866715764898
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.288334735714286
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.185720285744898
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"X"	-0.352449631363265
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.0557022524693878
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.0318694271979592
"1"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.281963359177551
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Mag"	-0.129927630735849
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"X"	0.255461689622641
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Y"	-0.0239531492643396
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Z"	-0.0973020020943396
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.466503446226415
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"X"	0.101372729922642
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Y"	0.0194863076188679
"1"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.0455625449113208
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.126735589969811
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"X"	0.050549379754717
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Y"	-0.166170015088679
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Z"	0.0583595463981132
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.59488286509434
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.122232768011321
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.0421485884509434
"1"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.0407125527654717
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Mag"	-0.129927630735849
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"X"	0.89335109754717
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Y"	-0.362153364339623
"1"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Z"	-0.075402939754717
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Mag"	-0.352395944716981
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"X"	-0.404321784150943
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Y"	-0.190976720811321
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.433349702075472
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.44265216245283
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.479875245660377
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.41344458754717
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.685474353962264
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.325961457396226
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"X"	-0.492611667924528
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.319474609056604
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.453597213018868
"1"	"WALKING_UPSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.634665082075472
"2"	"LAYING"	"time"	"BodyAcc"	"Mag"	-0.977435485208333
"2"	"LAYING"	"time"	"BodyAcc"	"X"	0.281373403958333
"2"	"LAYING"	"time"	"BodyAcc"	"Y"	-0.0181587397583333
"2"	"LAYING"	"time"	"BodyAcc"	"Z"	-0.107245610416667
"2"	"LAYING"	"time"	"BodyAccJerk"	"Mag"	-0.987741696041667
"2"	"LAYING"	"time"	"BodyAccJerk"	"X"	0.0825972511666667
"2"	"LAYING"	"time"	"BodyAccJerk"	"Y"	0.012254788451875
"2"	"LAYING"	"time"	"BodyAccJerk"	"Z"	-0.00180264895625
"2"	"LAYING"	"time"	"BodyGyro"	"Mag"	-0.950011569583333
"2"	"LAYING"	"time"	"BodyGyro"	"X"	-0.01847660675
"2"	"LAYING"	"time"	"BodyGyro"	"Y"	-0.111800824583333
"2"	"LAYING"	"time"	"BodyGyro"	"Z"	0.144882846104167
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Mag"	-0.991767074166667
"2"	"LAYING"	"time"	"BodyGyroJerk"	"X"	-0.101974134208333
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Y"	-0.0358590176083333
"2"	"LAYING"	"time"	"BodyGyroJerk"	"Z"	-0.0701783020833333
"2"	"LAYING"	"time"	"GravityAcc"	"Mag"	-0.977435485208333
"2"	"LAYING"	"time"	"GravityAcc"	"X"	-0.509754238125
"2"	"LAYING"	"time"	"GravityAcc"	"Y"	0.752536639375
"2"	"LAYING"	"time"	"GravityAcc"	"Z"	0.646834879583333
"2"	"LAYING"	"freq"	"BodyAcc"	"Mag"	-0.975110196458333
"2"	"LAYING"	"freq"	"BodyAcc"	"X"	-0.976725059791667
"2"	"LAYING"	"freq"	"BodyAcc"	"Y"	-0.979800877916667
"2"	"LAYING"	"freq"	"BodyAcc"	"Z"	-0.984380981875
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Mag"	-0.985374114791667
"2"	"LAYING"	"freq"	"BodyAccJerk"	"X"	-0.985813630833333
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.982768250416667
"2"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.986197134583333
"2"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.972112972708333
"2"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.9864311425
"2"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.983321635416667
"2"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.9626718875
"2"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.990248702291667
"2"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.967893623913043
"2"	"SITTING"	"time"	"BodyAcc"	"X"	0.27708735173913
"2"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.0156879937282609
"2"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.109218272456522
"2"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.986774713043478
"2"	"SITTING"	"time"	"BodyAccJerk"	"X"	0.0722564387173913
"2"	"SITTING"	"time"	"BodyAccJerk"	"Y"	0.0116954511323913
"2"	"SITTING"	"time"	"BodyAccJerk"	"Z"	0.00760546929869565
"2"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.946035087173913
"2"	"SITTING"	"time"	"BodyGyro"	"X"	-0.0454706620434783
"2"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.0599286797043478
"2"	"SITTING"	"time"	"BodyGyro"	"Z"	0.0412277462173913
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.991081493913043
"2"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.0936328412826087
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.0415602029130435
"2"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.04358509665
"2"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.967893623913043
"2"	"SITTING"	"time"	"GravityAcc"	"X"	0.940477273043478
"2"	"SITTING"	"time"	"GravityAcc"	"Y"	-0.105630024498783
"2"	"SITTING"	"time"	"GravityAcc"	"Z"	0.19872676876087
"2"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.96127374826087
"2"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.985803840652174
"2"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.957343498478261
"2"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.970162172608696
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.983874698913043
"2"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.987848793695652
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.977139702826087
"2"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.985129050217391
"2"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.971840596086956
"2"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.982621389565217
"2"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.982100923695652
"2"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.959814822391304
"2"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.989861950869565
"2"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.965875181296296
"2"	"STANDING"	"time"	"BodyAcc"	"X"	0.277911472222222
"2"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.0184208270166667
"2"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.105908536055556
"2"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.980489077407407
"2"	"STANDING"	"time"	"BodyAccJerk"	"X"	0.0747588597592593
"2"	"STANDING"	"time"	"BodyAccJerk"	"Y"	0.0103291774794444
"2"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.00837158846722222
"2"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.963466341851852
"2"	"STANDING"	"time"	"BodyGyro"	"X"	-0.0238623875712963
"2"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.0820396577592593
"2"	"STANDING"	"time"	"BodyGyro"	"Z"	0.0878351695481481
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.983951904259259
"2"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.105562157888889
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.042241953537037
"2"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.0546539479425926
"2"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.965875181296296
"2"	"STANDING"	"time"	"GravityAcc"	"X"	0.896928566851852
"2"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.370062696851852
"2"	"STANDING"	"time"	"GravityAcc"	"Z"	0.129747161222222
"2"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.964052166481482
"2"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.983946739814815
"2"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.959871697407407
"2"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.962471195740741
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.977065295555556
"2"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.980973241666667
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.970851337962963
"2"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.979775152037037
"2"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.961775904814815
"2"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.967037112037037
"2"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.972576152962963
"2"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.960627696111111
"2"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.977849827407407
"2"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.290407593728814
"2"	"WALKING"	"time"	"BodyAcc"	"X"	0.276426586440678
"2"	"WALKING"	"time"	"BodyAcc"	"Y"	-0.0185949199145763
"2"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.105500357966102
"2"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.281424153881356
"2"	"WALKING"	"time"	"BodyAccJerk"	"X"	0.0618080696279661
"2"	"WALKING"	"time"	"BodyAccJerk"	"Y"	0.0182492679288136
"2"	"WALKING"	"time"	"BodyAccJerk"	"Z"	0.00789533706610169
"2"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.446549092881356
"2"	"WALKING"	"time"	"BodyGyro"	"X"	-0.0530258157347458
"2"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.0482382316949153
"2"	"WALKING"	"time"	"BodyGyro"	"Z"	0.0828336633220339
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.547911950338983
"2"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.0818833429152542
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.0538299449067797
"2"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.0514939156830508
"2"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.290407593728814
"2"	"WALKING"	"time"	"GravityAcc"	"X"	0.91301733338983
"2"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.34660709
"2"	"WALKING"	"time"	"GravityAcc"	"Z"	0.0847270871186441
"2"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.324289427932203
"2"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.346048161016949
"2"	"WALKING"	"freq"	"BodyAcc"	"Y"	-0.0219048103322034
"2"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.453806369830508
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.169064352813559
"2"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.304615322881356
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	-0.0787640836610169
"2"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.554956709661017
"2"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.530704814745763
"2"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.429713536101695
"2"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.55477211220339
"2"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.396659907457627
"2"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.583249293389831
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.0899511204978723
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.27761534806383
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	-0.0226614158361702
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.116812942382979
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	0.00565516335106383
"2"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.110040615569574
